int_id,date,Number_of_Hard_Brakes,Total_CO2,Number_of_Stops,Number_of_Vehicles,Average_Number_of_Hard_Brakes,Average_CO2,Average_Number_of_Stops,Total_length,Latitude,Longitude
202,2021-06-11,12,524839.5038,11,2669,0.005361932,234.5128159,0.004915104,0.838516014,29.60239087,-98.36080744
203,2021-06-11,18,606687.2016,11,2678,0.006854347,231.0247098,0.004188768,0.980608893,29.59837838,-98.35662237
204,2021-06-11,104,805509.7562,181,3233,0.035155339,272.288156,0.06118381,0.915032142,29.58313851,-98.34609754
205,2021-06-11,116,939446.4565,169,3512,0.034226982,277.1932495,0.049865172,0.965016804,29.5777831,-98.34238023
206,2021-06-11,102,905536.5379,128,3495,0.033956584,301.4600767,0.042612184,0.859466578,29.57586839,-98.34045216
208,2021-06-11,2,783787.3551,19,4221,0.0005627,220.5185839,0.00534565,0.842049662,29.5174526,-98.46656035
209,2021-06-11,3,842795.6303,16,4423,0.000748443,210.2615374,0.003991697,0.906244743,29.51808981,-98.46823137
210,2021-06-11,4,815894.5601,16,4339,0.00104518,213.1892039,0.004180721,0.882021516,29.51641234,-98.45895964
212,2021-06-11,8,85752.72088,2,1498,0.005564439,59.64572599,0.00139111,0.959747007,29.51592554,-98.41234044
214,2021-06-11,2,179451.3912,4,2046,0.001140838,102.3625033,0.002281676,0.856841124,29.51610603,-98.42611611
215,2021-06-11,5,163771.2433,2,2146,0.002945511,96.47801445,0.001178205,0.791005624,29.5161321,-98.41790195
216,2021-06-11,14,227696.4804,12,1620,0.009302452,151.2954066,0.007973531,0.928999671,29.42703922,-98.3893549
217,2021-06-11,23,185176.1838,137,1206,0.038421939,309.3403481,0.228861114,0.496365116,29.42702688,-98.38913527
218,2021-06-11,1,41585.05003,1,969,0.001642912,68.32058692,0.001642912,0.628147828,29.32015545,-98.55769212
219,2021-06-11,32,731890.047,114,3448,0.01063498,243.2386298,0.037887117,0.872661941,29.58883911,-98.6172787
220,2021-06-11,3,531465.6329,12,2879,0.001170213,207.3092495,0.00468085,0.890460874,29.60977223,-98.48157173
221,2021-06-11,3,497867.422,13,2560,0.001250608,207.5457385,0.005419303,0.937043869,29.60265355,-98.37988597
222,2021-06-11,2,574223.3573,32,3135,0.000694472,199.390893,0.011111545,0.918624429,29.34768881,-98.42510585
223,2021-06-11,7,646580.6387,38,3273,0.002439505,225.3337853,0.013243025,0.876698732,29.35780032,-98.43188322
224,2021-06-11,52,886282.3396,394,3620,0.016635045,283.5259025,0.126042459,0.863516784,29.50496107,-98.47951107
225,2021-06-11,5,889324.877,22,3819,0.00170479,303.2225037,0.007501078,0.767979015,29.49748986,-98.48381199
227,2021-06-11,5,157878.2574,14,690,0.00766382,241.9901081,0.021458696,0.945530669,29.53572582,-98.40623315
228,2021-06-11,1,188666.1329,4,773,0.00131905,248.8600812,0.0052762,0.980752029,29.53560787,-98.4064086
229,2021-06-11,7,185538.9269,18,1000,0.008696291,230.5000765,0.022361892,0.804940847,29.53618964,-98.41482626
230,2021-06-11,1,563823.9724,7,2994,0.000388567,219.0834513,0.00271997,0.859571816,29.60462693,-98.45243948
231,2021-06-11,8,763583.6628,25,3152,0.002687625,256.5283508,0.008398829,0.944354491,29.60478663,-98.45190628
233,2021-06-11,5,262323.998,18,950,0.005521223,289.6698645,0.019876403,0.95325941,29.54430829,-98.45881069
236,2021-06-11,18,273867.2749,69,1061,0.019266584,293.1381526,0.073855237,0.880546733,29.55047185,-98.47553187
237,2021-06-11,8,235059.713,10,891,0.013151739,386.4305088,0.016439674,0.682698723,29.55954795,-98.5025202
238,2021-06-11,2,72999.12665,0,1148,0.002359145,86.10775901,0.0,0.738471076,29.40895056,-98.38936333
240,2021-06-11,6,195833.8365,19,1509,0.003655451,119.3101773,0.011575596,1.087729736,29.3946794,-98.38917553
243,2021-06-11,83,1039099.898,343,4073,0.021532101,269.5663087,0.088982055,0.946405555,29.58915505,-98.61414086
244,2021-06-11,6,1403690.005,44,4906,0.002652594,620.5699446,0.019452356,0.461055201,29.45961571,-98.48126601
246,2021-06-11,3,330053.9191,3,1505,0.002277729,250.5911073,0.002277729,0.875150487,29.37582743,-98.39379788
247,2021-06-11,6,568247.8035,12,2632,0.00287948,272.7097356,0.005758961,0.791682852,29.60229994,-98.36002666
248,2021-06-11,3,764822.7737,12,3600,0.000937387,238.9783048,0.003749548,0.888996056,29.38669082,-98.47221596
249,2021-06-11,2,1274689.803,10,5980,0.000348672,222.2242997,0.00174336,0.959205768,29.48542501,-98.59185817
250,2021-06-11,4,772879.8614,11,4969,0.000868603,167.8314688,0.002388659,0.926764947,29.48928596,-98.56941059
251,2021-06-11,6,999456.1055,13,4548,0.001468521,244.6203147,0.003181795,0.898360708,29.48928036,-98.5641425
252,2021-06-11,8,878263.5336,12,4741,0.001756711,192.8569228,0.002635067,0.960549306,29.4901075,-98.56180215
253,2021-06-11,7,942753.0722,23,3421,0.00295776,398.348256,0.009718356,0.691802237,29.45194847,-98.48323381
254,2021-06-11,4,343168.9176,10,1965,0.003148405,270.1086971,0.007871013,0.646557006,29.37905305,-98.71207148
255,2021-06-11,3,204856.2975,3,1754,0.002115597,144.4644255,0.002115597,0.808460518,29.45827042,-98.40429903
256,2021-06-11,32,709469.8702,48,3215,0.013576039,300.9934617,0.020364059,0.733155197,29.60375347,-98.44765279
257,2021-06-11,22,58376.02866,118,640,0.059264372,157.2553942,0.31787254,0.580028083,29.4195153,-98.38913207
258,2021-06-11,3,406312.7728,13,2771,0.001264906,171.3158454,0.00548126,0.855906679,29.60172251,-98.40688796
259,2021-06-11,20,504701.8212,11,3515,0.008578563,216.4808114,0.004718209,0.663269666,29.60883854,-98.49454552
260,2021-06-11,12,421216.4156,8,3717,0.004422312,155.2292168,0.002948208,0.730027568,29.51595826,-98.45140089
261,2021-06-11,3,637098.6891,25,3740,0.000886957,188.3597939,0.007391311,0.904371573,29.55493878,-98.48591165
263,2021-06-11,4,375111.8952,6,1830,0.002213615,207.5883655,0.003320423,0.987430954,29.40620607,-98.60910971
267,2021-06-11,1,189021.5839,2,1566,0.000764414,144.4907219,0.001528828,0.835371548,29.40690118,-98.60417984
268,2021-06-11,2,413356.1351,6,1842,0.00115754,239.2381978,0.003472621,0.938003027,29.40703858,-98.60424937
271,2021-06-11,17,741835.7545,44,3435,0.005723091,249.7407982,0.014812706,0.864751899,29.57583444,-98.34010698
272,2021-06-11,33,868297.1737,73,3218,0.012013063,316.0881371,0.026574351,0.853638808,29.58804813,-98.62450567
274,2021-06-11,44,910003.9412,18,5203,0.009391858,194.2415336,0.003842124,0.900424595,29.52050675,-98.50558765
275,2021-06-11,8,678992.784,42,3293,0.00253204,214.9046411,0.013293212,0.959461679,29.52747504,-98.48357126
278,2021-06-11,4,349514.9041,17,3082,0.001889426,165.0956402,0.008030061,0.686906239,29.40747385,-98.58274222
279,2021-06-11,8,685686.269,93,3391,0.00247705,212.3098587,0.028795701,0.952417796,29.38189849,-98.46673508
280,2021-06-11,30,876223.1987,3719,1241,0.037560756,1097.053522,4.656281705,0.643598687,29.44332553,-98.39529154
281,2021-06-11,8,485210.6195,8,4650,0.00357474,216.8127521,0.00357474,0.481274135,29.45443977,-98.6288042
282,2021-06-11,2,531967.3463,22,3776,0.001022833,272.0567676,0.011251158,0.51783745,29.57629307,-98.47840358
283,2021-06-11,2,265207.7646,2,2619,0.000800939,106.2075574,0.000800939,0.953444276,29.46951184,-98.4042964
284,2021-06-11,6,543626.3529,10,3089,0.003381337,306.3640194,0.005635562,0.574440213,29.5160811,-98.40528266
286,2021-06-11,6,818982.7718,11,4163,0.002568461,350.5874966,0.004708844,0.56114091,29.57367983,-98.47906402
287,2021-06-11,20,287716.3663,15,2731,0.009182651,132.0999498,0.006886988,0.797517486,29.60087616,-98.43561934
288,2021-06-11,1,490226.6099,12,2665,0.000444823,218.0641462,0.005337878,0.843558882,29.60239842,-98.3934775
291,2021-06-11,6,991218.0118,32,4160,0.001858353,307.0055298,0.009911217,0.776121397,29.59263826,-98.58374402
292,2021-06-11,11,128749.7904,31,963,0.012104013,141.6717451,0.034111311,0.943706616,29.46246048,-98.40406876
294,2021-06-11,6,764043.7128,28,3485,0.001868165,237.8933281,0.008718105,0.921580256,29.50802257,-98.47785572
297,2021-06-11,2,800367.8572,11,4076,0.000549375,219.851174,0.003021564,0.893154673,29.57173185,-98.47974716
298,2021-06-11,5,941949.7507,14,4991,0.001181327,222.5501324,0.003307716,0.848032133,29.48948875,-98.56819458
300,2021-06-11,1,453851.4688,6,2410,0.000448561,203.5801717,0.002691367,0.92504152,29.38451321,-98.69041953
301,2021-06-11,20,723600.8978,12,3540,0.00692603,250.5840583,0.004155618,0.815722415,29.60847876,-98.51754215
302,2021-06-11,93,792945.9286,92,3713,0.027117528,231.2121885,0.026825942,0.923650989,29.60646639,-98.52821722
303,2021-06-11,130,1166834.6,409,3746,0.038167425,342.5774731,0.120080589,0.909248774,29.59792778,-98.5676722
304,2021-06-11,67,1035332.527,67,3604,0.019687792,304.230019,0.019687792,0.944263085,29.59569423,-98.57262227
305,2021-06-11,106,980871.1913,25,3562,0.030616384,283.3087663,0.007220845,0.971981617,29.58705914,-98.63050455
307,2021-06-11,81,645319.2827,64,4897,0.01775892,141.4836218,0.014031739,0.931404581,29.52055097,-98.49321218
308,2021-06-11,87,944898.411,80,3419,0.02754093,299.1193204,0.025324993,0.923935284,29.58953518,-98.60923038
309,2021-06-11,13,830516.896,49,4609,0.002977028,190.1901537,0.011221105,0.947444403,29.59192759,-98.59008151
311,2021-06-11,14,629710.3838,1555,1254,0.011883097,534.4935615,1.31987261,0.939508774,29.44657256,-98.39986396
312,2021-06-11,13,1053472.977,15,5406,0.002716573,220.141266,0.003134508,0.885209159,29.5185471,-98.39937794
315,2021-06-11,1,852915.1514,24,5043,0.000216363,184.5392555,0.005192711,0.916490773,29.60777652,-98.46219828
316,2021-06-11,2,483242.4851,5,1859,0.001161541,280.6529165,0.002903852,0.926224276,29.443414,-98.39566976
317,2021-06-11,2,693027.5523,29,6120,0.000363328,125.898319,0.005268263,0.899454393,29.60966865,-98.4704283
318,2021-06-11,7,343262.5966,7,3246,0.002146919,105.2795536,0.002146919,1.004462975,29.51590612,-98.42908908
319,2021-06-11,8,825891.78,15,4001,0.003749951,387.1317464,0.007031159,0.533206955,29.43810725,-98.65732369
320,2021-06-11,2,719793.8877,22,4474,0.00058921,212.0547638,0.006481307,0.758689618,29.43910086,-98.65913922
321,2021-06-11,5,608396.4784,4,4569,0.003298271,401.3312803,0.002638617,0.331789412,29.43499895,-98.64854958
322,2021-06-11,1,364597.609,10,4941,0.000228319,83.24465724,0.002283193,0.886426218,29.43547685,-98.64939475
323,2021-06-11,1,457517.1377,8,3301,0.00034962,159.9570789,0.002796959,0.86647967,29.4322365,-98.63900389
341,2021-06-11,3,234422.6243,7,1147,0.003115344,243.4356994,0.007269136,0.839560192,29.3358256,-98.56973931
342,2021-06-11,1,276445.438,8,1313,0.001119892,309.5891077,0.008959138,0.680078474,29.338437,-98.56335421
343,2021-06-11,1,206582.8002,19,1409,0.001154566,238.5134959,0.021936756,0.614709902,29.34135085,-98.55592967
344,2021-06-11,3,252760.7483,20,2114,0.001433835,120.8056944,0.009558897,0.98973116,29.34556322,-98.54550629
345,2021-06-11,1,337371.4179,9,1775,0.000661193,223.0676545,0.005950738,0.852066181,29.34890447,-98.53788931
346,2021-06-11,1,484577.1646,21,2653,0.00042714,206.9821242,0.008969933,0.882455582,29.35166582,-98.53146489
347,2021-06-11,1,492827.3797,17,2864,0.000364895,179.8302967,0.006203217,0.956883252,29.35482532,-98.52727924
348,2021-06-11,3,687289.6531,30,3301,0.000949766,217.5881944,0.009497663,0.956883252,29.36019085,-98.52344429
349,2021-06-11,5,663921.7604,13,3300,0.001882749,249.9996391,0.004895148,0.804754811,29.36519275,-98.52023062
350,2021-06-11,1,645975.6392,14,3005,0.000342333,221.1385864,0.004792658,0.972091476,29.37017795,-98.51702992
351,2021-06-11,2,843905.5999,14,3183,0.000731299,308.5736328,0.005119093,0.859208207,29.37485945,-98.51452634
352,2021-06-11,16,725329.9082,13,3147,0.005344875,242.2998774,0.004342711,0.95123024,29.38083258,-98.51272012
353,2021-06-11,23,880175.7784,13,3349,0.007608582,291.1690942,0.004300503,0.902628392,29.38529853,-98.51219189
354,2021-06-11,24,726256.5177,11,3203,0.008368384,253.2330672,0.003835509,0.895390926,29.39072092,-98.51170952
355,2021-06-11,1,1081402.223,16,4697,0.000219237,237.0830605,0.003507787,0.971104961,29.40908144,-98.50886528
356,2021-06-11,2,393896.2135,9,2910,0.000721925,142.1816853,0.003248661,0.952017999,29.43831398,-98.46555377
357,2021-06-11,4,380147.5639,9,2690,0.001612915,153.2863833,0.003629058,0.921926619,29.4383378,-98.46061199
358,2021-06-11,3,543673.8084,5,2687,0.00131855,238.9537879,0.002197584,0.846753159,29.43910058,-98.45020561
359,2021-06-11,3,450677.8487,7,2813,0.00121402,182.3772825,0.002832713,0.878467583,29.43956708,-98.44376583
360,2021-06-11,1,608326.2162,8,2657,0.00041612,253.1367505,0.003328961,0.90446086,29.44292437,-98.43610213
363,2021-06-11,2,526110.0714,16,2695,0.000817818,215.1310836,0.006542542,0.907433235,29.45819003,-98.41210315
364,2021-06-11,1,508394.8941,7,2231,0.000475861,241.9253642,0.003331028,0.941933421,29.46280384,-98.40978478
365,2021-06-11,1,447983.6965,5,3056,0.000387644,173.6582802,0.001938221,0.844137829,29.47241419,-98.40495
366,2021-06-11,8,1094409.097,18,4795,0.00170214,232.8546514,0.003829814,0.980180741,29.53569073,-98.38632706
368,2021-06-11,4,815155.3993,19,4705,0.000935873,190.7205064,0.004445397,0.908413104,29.5418832,-98.37546482
369,2021-06-11,15,1271737.076,44,5243,0.00301157,255.3283205,0.008833938,0.949988803,29.54344694,-98.37267929
370,2021-06-11,10,1372791.491,20,5225,0.002351919,322.8694809,0.004703839,0.813750537,29.54781201,-98.3649403
371,2021-06-11,6,1158282.115,16,5150,0.001264189,244.0478684,0.00337117,0.921578008,29.54992744,-98.36118036
372,2021-06-11,16,1266662.329,15,5335,0.00325069,257.3454381,0.003047522,0.922592578,29.55241985,-98.35416423
373,2021-06-11,73,1145831.477,20,4904,0.017172714,269.548448,0.004704853,0.866829038,29.55749987,-98.34513297
374,2021-06-11,45,1262501.785,19,5473,0.012290264,344.8106579,0.005189222,0.66899962,29.55500881,-98.34838996
375,2021-06-11,5,448159.1658,9,3344,0.00152598,136.7763643,0.002746764,0.979839536,29.48585194,-98.40267819
376,2021-06-11,4,708071.237,15,3261,0.002002808,354.5326215,0.007510529,0.612449031,29.49566184,-98.40066521
377,2021-06-11,1,469859.827,14,3397,0.000353471,166.0819566,0.004948598,0.832818406,29.49792637,-98.40019933
379,2021-06-11,4,729214.5472,10,3666,0.001125185,205.1253404,0.002812963,0.969713738,29.51063021,-98.39760251
380,2021-06-11,2,1116814.584,21,5855,0.00037159,207.4986642,0.003901697,0.919261077,29.52237747,-98.39427088
381,2021-06-11,69,1569484.71,449,6669,0.010573874,240.5149838,0.068806805,0.978485139,29.57452007,-98.32542948
382,2021-06-11,66,1492716.536,655,6277,0.010814699,244.5951437,0.107327691,0.972248731,29.57961212,-98.31535954
383,2021-06-11,89,1720176.292,772,6382,0.014334784,277.060183,0.124342175,0.972841394,29.58281677,-98.30769584
384,2021-06-11,116,1645449.713,453,5942,0.020806875,295.143682,0.081254436,0.93824979,29.5872851,-98.30118084
385,2021-06-11,81,914830.7511,93,5493,0.014845624,167.6695434,0.017044975,0.993292083,29.59142081,-98.29321223
386,2021-06-11,8,81769.20201,22,4591,0.003125997,31.95128763,0.008596492,0.557434831,29.59413565,-98.2878502
396,2021-06-11,8,495907.2556,65,5399,0.0015684,97.22262134,0.012743251,0.944756326,29.59199672,-98.29246885
397,2021-06-11,87,1687162.283,302,6673,0.014486423,280.9304121,0.050286203,0.899988535,29.58246806,-98.30852993
400,2021-06-11,89,1636868.76,257,6484,0.014816408,272.5001689,0.042784458,0.9264118,29.57949737,-98.31624107
401,2021-06-11,36,1614609.992,201,6300,0.007032099,315.3915698,0.03926255,0.812600351,29.5748826,-98.32528109
403,2021-06-11,57,1432320.649,159,6227,0.009235387,232.0708105,0.02576187,0.991153384,29.58869518,-98.29896875
408,2021-06-11,6,1318585.476,15,4929,0.001237487,271.9553761,0.003093717,0.983675423,29.55837912,-98.34440215
410,2021-06-11,1,619892.1198,10,2501,0.000449096,278.3910811,0.00449096,0.890322003,29.45162885,-98.41969985
411,2021-06-11,1,338344.279,5,2275,0.000492395,166.5989459,0.002461974,0.892699286,29.46941304,-98.40665305
413,2021-06-11,2,1330874.596,19,5116,0.000431194,286.93259,0.004096343,0.906622976,29.55462642,-98.34941062
414,2021-06-11,1,445275.9974,8,2341,0.000442985,197.2506052,0.00354388,0.964294139,29.45807001,-98.41235213
415,2021-06-11,12,1282810.728,18,5246,0.00251998,269.3881593,0.003779971,0.90772813,29.54755708,-98.36580851
416,2021-06-11,13,1224727.972,21,5095,0.002721929,256.4325007,0.004396962,0.937394457,29.53632042,-98.38571696
417,2021-06-11,14,495654.2737,11,2679,0.005405947,191.3914982,0.00424753,0.966681705,29.43854688,-98.46457493
418,2021-06-11,9,365965.9018,10,2592,0.003638808,147.9644085,0.00404312,0.954219666,29.43854135,-98.46845957
419,2021-06-11,5,837309.7366,17,4060,0.001278689,214.1317208,0.004347542,0.963117116,29.50977501,-98.39796337
420,2021-06-11,12,363259.2595,12,2725,0.004632007,140.2182802,0.004632007,0.950704502,29.43864199,-98.45867844
421,2021-06-11,7,536539.3912,9,2492,0.00297638,228.135044,0.003826775,0.943760011,29.4392703,-98.45210482
422,2021-06-11,4,643290.3702,7,3693,0.001150199,184.9779883,0.002012848,0.941689419,29.48268574,-98.40356081
423,2021-06-11,1,601339.5732,9,2566,0.000490356,294.8706176,0.004413206,0.794752008,29.43925036,-98.44858115
425,2021-06-11,4,828764.4555,7,3567,0.001148917,238.0453912,0.002010605,0.976041379,29.48657271,-98.40276278
427,2021-06-11,1,743844.4027,14,3919,0.000276199,205.4492356,0.003866789,0.923851793,29.50645203,-98.39866805
428,2021-06-11,14,1312959.664,25,5312,0.002940414,275.7603537,0.005250739,0.896316704,29.53745547,-98.38371908
429,2021-06-11,3,1237574.179,22,5254,0.000658502,271.6483469,0.004829014,0.86710982,29.54213841,-98.37541679
430,2021-06-11,3,1119052.789,20,5001,0.000639774,238.6468678,0.004265158,0.937644004,29.54324044,-98.37346405
431,2021-06-11,5,1206202.807,20,5114,0.001082953,261.2521063,0.004331811,0.902817171,29.55127638,-98.35870263
433,2021-06-11,8,763057.157,18,4062,0.002036946,194.2882425,0.004583128,0.966875668,29.51298138,-98.39730034
434,2021-06-11,16,1285077.493,17,5189,0.003468411,278.5735396,0.003685186,0.889008236,29.53157545,-98.39093105
435,2021-06-11,5,1177990.297,20,4935,0.001021477,240.6579796,0.004085908,0.991868938,29.41324345,-98.50603732
436,2021-06-11,10,1033000.156,149,4227,0.002492854,257.511884,0.037143528,0.949010163,29.42274177,-98.50167696
437,2021-06-11,9,1083055.998,62,4808,0.001931117,232.389813,0.013303253,0.969324894,29.41787145,-98.5022613
438,2021-06-11,6,1196310.404,67,4979,0.0012777,254.7542079,0.014267645,0.943149171,29.40670473,-98.51014686
440,2021-06-11,1,320228.2705,8,1300,0.000831266,266.194752,0.006650125,0.92537301,29.33910938,-98.56231051
441,2021-06-11,5,668463.5653,12,3083,0.001722175,230.2422559,0.00413322,0.941714342,29.38644135,-98.5122688
442,2021-06-11,3,726371.3008,10,3063,0.001143179,276.790901,0.003810598,0.856761358,29.38217862,-98.51267884
443,2021-06-11,7,742868.6665,11,3015,0.002757893,292.6789337,0.004333832,0.841847177,29.37198435,-98.51613633
444,2021-06-11,7,577217.1467,11,2884,0.002822616,232.7517902,0.00443554,0.859905917,29.36614126,-98.51983083
447,2021-06-11,5,716750.9987,10,2940,0.001773596,254.2453924,0.003547193,0.958888004,29.37663535,-98.51402205
448,2021-06-11,2,391004.6414,36,2439,0.001031592,201.6785919,0.018568652,0.794896,29.34993371,-98.53588195
451,2021-06-11,8,746240.0891,10,4403,0.00184607,172.2013975,0.002307587,0.984222341,29.39016137,-98.51194099
465,2021-06-11,1,649280.029,9,3097,0.000369905,240.1717077,0.003329142,0.872909044,29.36097029,-98.5231535
466,2021-06-11,8,1228326.471,37,6353,0.0015625,239.9075366,0.007226563,0.805918388,29.43396671,-98.49778075
467,2021-06-11,16,1208579.328,30,4947,0.003312609,250.2219129,0.006211142,0.976355352,29.41314723,-98.50595977
468,2021-06-11,1,548647.87,0,2619,0.000400321,219.6350398,0.0,0.953798361,29.67990024,-98.63844892
469,2021-06-11,3,553040.4867,12,3246,0.000955602,176.162147,0.003822407,0.967154409,29.66955993,-98.63270558
470,2021-06-11,2,716725.4873,0,3329,0.000631154,226.1822397,0.0,0.951876386,29.65237206,-98.62434084
471,2021-06-11,1,731807.0771,1,3293,0.000317332,232.2259931,0.000317332,0.956960574,29.64034752,-98.61696106
472,2021-06-11,2,725099.933,1,3462,0.000584538,211.9240799,0.000292269,0.988303868,29.62745448,-98.61060581
473,2021-06-11,3,744417.8499,1,3629,0.000856197,212.4561518,0.000285399,0.965518277,29.62299424,-98.6089946
474,2021-06-11,3,969877.5783,7,5014,0.000633023,204.6516435,0.001477054,0.945186158,29.60684311,-98.60220794
475,2021-06-11,9,1055028.966,7,5280,0.001847484,216.5720731,0.001436932,0.922630924,29.6036332,-98.60117032
476,2021-06-11,14,1074730.764,7,5141,0.002782174,213.5776846,0.001391087,0.978805053,29.60065421,-98.60022046
477,2021-06-11,37,1044390.032,30,4958,0.007960612,224.7022754,0.006454551,0.937451321,29.5821559,-98.59681015
478,2021-06-11,20,1009386.624,12,4934,0.004136742,208.7785859,0.002482045,0.979878996,29.57789337,-98.5954037
479,2021-06-11,12,1014216.7,12,4873,0.0025311,213.9236365,0.0025311,0.972916511,29.57397053,-98.59414999
480,2021-06-11,18,925313.5968,3,4698,0.004003283,205.7940008,0.000667214,0.957068938,29.56536796,-98.59159502
481,2021-06-11,26,967594.3933,3,5005,0.005418055,201.6338266,0.00062516,0.95879524,29.561073,-98.59028737
482,2021-06-11,16,1126354.284,28,5415,0.003059113,215.3527969,0.005353447,0.96588637,29.54551648,-98.58006807
483,2021-06-11,11,1222683.634,29,5546,0.002116402,235.2446087,0.005579607,0.93716175,29.5422907,-98.57493601
484,2021-06-11,8,1150704.61,22,5570,0.00153423,220.6807129,0.004219133,0.936147495,29.52573366,-98.5567977
485,2021-06-11,7,1007413.176,17,5169,0.00136173,195.974991,0.003307059,0.994490048,29.53052925,-98.56136109
486,2021-06-11,3,1044453.051,1,4944,0.000617368,214.9372187,0.000205789,0.982876239,29.51486628,-98.55325181
487,2021-06-11,2,1171882.765,1,7874,0.000265125,155.3477128,0.000132563,0.958040554,29.50613585,-98.55033179
488,2021-06-11,1,496971.0742,15,2419,0.000418989,208.2255499,0.006284839,0.986645696,29.68122108,-98.63962899
489,2021-06-11,3,661114.7872,41,3257,0.000970284,213.823114,0.013260553,0.949302146,29.67037684,-98.63337453
490,2021-06-11,5,571089.6319,42,3059,0.00171138,195.4702957,0.014375594,0.955089408,29.66523897,-98.63127178
491,2021-06-11,4,671007.4116,7,3720,0.001106434,185.6063221,0.001936259,0.971832933,29.49001731,-98.54580991
494,2021-06-11,3,960781.8278,9,3905,0.000796817,255.1890949,0.002390451,0.964143395,29.47912377,-98.52270943
495,2021-06-11,3,896991.6268,8,3842,0.00085746,256.378263,0.002286561,0.91064651,29.47724394,-98.52027548
497,2021-06-11,1,659067.1053,22,3063,0.000357739,235.7738139,0.007870252,0.912613882,29.65647269,-98.62602172
499,2021-06-11,5,751271.1272,22,3666,0.001466525,220.3516378,0.006452712,0.930010721,29.62654163,-98.61055703
500,2021-06-11,5,750597.6158,22,3708,0.001364568,204.8483052,0.006004099,0.98817777,29.62397478,-98.6096236
501,2021-06-11,7,864922.4709,28,4430,0.001586238,195.9961588,0.006344953,0.996152649,29.6096048,-98.60328246
502,2021-06-11,42,1140908.328,42,4943,0.009705252,263.6381699,0.009705252,0.875491334,29.60496766,-98.60179021
503,2021-06-11,48,1059259.789,44,4936,0.010094998,222.7755253,0.009253748,0.963296226,29.60199632,-98.60084259
505,2021-06-11,5,809572.1718,26,4973,0.001100349,178.1624317,0.005721816,0.913736515,29.58478851,-98.59766402
506,2021-06-11,5,877072.68,27,4573,0.001107778,194.320387,0.005982002,0.986997415,29.58031756,-98.59641884
507,2021-06-11,4,897398.6703,26,4274,0.000965524,216.6149703,0.006275905,0.969309427,29.57402616,-98.59441676
508,2021-06-11,5,908698.207,24,4659,0.001198998,217.9054678,0.00575519,0.895073775,29.56656265,-98.59220212
509,2021-06-11,3,952444.5561,24,5193,0.000597979,189.8474025,0.004783835,0.966088076,29.56247372,-98.5909587
510,2021-06-11,3,906523.5442,17,4150,0.001030909,311.5143122,0.005841816,0.701217888,29.5537212,-98.58708418
511,2021-06-11,7,957294.6947,25,5479,0.001308253,178.9119546,0.004672332,0.976573626,29.54588756,-98.58095191
512,2021-06-11,7,1305118.826,31,5657,0.001310209,244.2826527,0.005802355,0.944433206,29.54465267,-98.57898597
513,2021-06-11,3,1168140.62,30,4793,0.000645129,251.2003738,0.006451288,0.970213729,29.53990693,-98.57159613
514,2021-06-11,15,983658.3969,23,4298,0.00373593,244.9919139,0.005728426,0.934170486,29.44717857,-98.51477082
515,2021-06-11,5,1079933.453,22,5159,0.000990684,213.9746451,0.004359011,0.978293464,29.5328888,-98.5641129
516,2021-06-11,3,1133225.442,21,5199,0.000720584,272.1947491,0.005044089,0.800786524,29.529856,-98.56097366
517,2021-06-11,45,786023.2997,15,4325,0.013708974,239.4571686,0.004569658,0.758964504,29.51912345,-98.55477086
518,2021-06-11,86,740095.6736,105,4745,0.019192283,165.1642511,0.023432439,0.944355679,29.51411794,-98.55332795
519,2021-06-11,1,1160569.234,12,7892,0.000130318,151.2432875,0.001563818,0.972316976,29.49711566,-98.54818079
520,2021-06-11,49,1738100.041,38,9301,0.005399666,191.5338583,0.004187496,0.975662399,29.50717288,-98.55100665
521,2021-06-11,2,726348.1815,7,3354,0.000615782,223.6359866,0.002155236,0.968367277,29.48463808,-98.53614346
522,2021-06-11,1,698170.9277,7,3466,0.000304852,212.8388851,0.002133965,0.946416334,29.48462786,-98.53312378
523,2021-06-11,1,830592.5573,9,3867,0.000259821,215.8050059,0.002338385,0.995296206,29.48159635,-98.52632056
524,2021-06-11,1,927987.4015,10,3854,0.000271786,252.214386,0.002717864,0.954685915,29.47903716,-98.52300499
525,2021-06-11,1,876943.6262,9,3898,0.000281085,246.4954883,0.002529763,0.912684902,29.47720831,-98.52063695
526,2021-06-11,2,729292.0072,10,3729,0.0005673,206.8637906,0.002836502,0.945419579,29.47544817,-98.51842177
528,2021-06-11,2,225023.278,4,3030,0.000673143,75.73636763,0.001346285,0.980573938,29.46265251,-98.51600427
529,2021-06-11,2,182248.8659,3,2900,0.000704068,64.15775352,0.001056101,0.979529879,29.46015488,-98.5160104
530,2021-06-11,5,847122.2566,8,4336,0.00117677,199.3735885,0.001882832,0.979916776,29.4486156,-98.51536179
531,2021-06-11,4,1113222.019,17,4831,0.000841813,234.2811557,0.003577705,0.983574798,29.44115936,-98.51281417
532,2021-06-11,2,546512.8465,7,3615,0.00056165,153.4743724,0.001965774,0.985045309,29.39942834,-98.47305421
533,2021-06-11,2,323054.8024,4,2273,0.000906816,146.4756847,0.001813633,0.970311613,29.40125363,-98.4693064
534,2021-06-11,2,87198.51138,1,1369,0.001486193,64.79689435,0.000743096,0.982995278,29.40152854,-98.46145725
